"TOA5","MyDatalogger","CR1000","E3686","CR1000.Std.27","CPU:cr1000_meterology_v_1.12_Portugal_2014.CR1","28966","slowtable"
"TIMESTAMP","RECORD","PortStat2_Avg","BattV_Avg","PTemp_C_Avg","TCair_C_Avg","AvgTCa_Avg","stdTCa_Avg","Tair_C_Avg","RH_Avg","Tsoil_C1_Avg","Tsoil_C2_Avg","U_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","Rs_Wm2_Avg","Rn_mV_Avg","Rn_Wm2_Avg","Rncor_Wm2_Avg","airpress_hpa_Avg","Rain_mm_Tot","PA_uS_15","theta_15","PA_uS_45","theta_45","PA_uS_75","theta_75","druck_gwl_hPa_Avg"
"TS","RN","","Volt","Deg C","Deg C","","","Deg C","%","Deg C","Deg C","meters/second","Deg","Deg","W/m^2","mV","W/m^2","Watts/meter^2","hPa","mm","uSec","no unit","uSec","no unit","uSec","no unit","hPa"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Avg","Avg","Tot","Smp","Smp","Smp","Smp","Smp","Smp","Avg"
"2014-06-05 14:00:00",1,0,12.54,34.66,"NAN","NAN","NAN","NAN",108.8,"NAN","NAN",1.86,76.89,33.45,534.2,4.127,284.6,284.6,1005,0.4,"NAN","NAN","NAN","NAN","NAN","NAN",0
"2014-06-05 14:15:00",2,0,12.52,34.85,"NAN","NAN","NAN","NAN",119.9,"NAN","NAN",2.41,59.46,15.66,479.6,4.096,282.5,282.5,1005,0,"NAN","NAN","NAN","NAN","NAN","NAN",0
"2014-06-05 14:30:00",3,0,12.53,34.21,"NAN","NAN","NAN","NAN",132.1,"NAN","NAN",3.04,48.1,21.81,566.4,4.903,338.1,338.1,1005,0.8,"NAN","NAN","NAN","NAN","NAN","NAN",0
"2014-06-05 14:45:00",4,0,12.52,33.70,"NAN","NAN","NAN","NAN",94.8,"NAN","NAN",2.92,36.11,18.77,720.7,6.567,452.9,452.9,1004,2.4,22.31,0.122,25.11,0.196,"NAN","NAN",0
"2014-06-05 15:00:00",5,0,12.52,34.20,"NAN","NAN","NAN",21.63,61.6,26.83,17.55,2.76,30.71,2.615,887,7.977,550.1,550.3,1004,3.8,22.27,0.121,25.12,0.196,"NAN","NAN",0
"2014-06-05 15:15:00",6,0,12.73,35.46,"NAN","NAN","NAN",22.20,59.5,27.52,17.61,2.99,34.4,27.11,987,9.08,626,626,1005,0.8,22.27,0.121,25.12,0.196,"NAN","NAN",0
"2014-06-05 15:30:00",7,0,13.23,32.32,23.87,23.880,0.791,22.38,59.1,27.67,17.69,3.36,358.8,34.84,1013,9.29,640.7,640.8,1004,0,22.26,0.121,25.11,0.196,"NAN","NAN",0
"2014-06-05 15:45:00",8,0,13.02,30.68,23.39,23.390,0.755,22.16,61.2,26.89,17.73,3.25,0,0,954,8.61,593.8,594,1004,0,22.24,0.12,25.11,0.196,"NAN","NAN",0
"2014-06-05 16:00:00",9,0,13.18,29.94,23.62,23.610,0.721,22.05,62.3,26.19,17.80,3.25,359.4,86,891,7.941,547.7,547.7,1004,0.2,22.24,0.12,25.11,0.196,"NAN","NAN",0.36
"2014-06-05 16:15:00",10,0,13.14,29.12,23.50,23.520,0.657,21.87,62.7,26.16,17.84,3.06,166.4,29.35,855,7.66,528.3,528.3,1004,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.982
"2014-06-05 16:30:00",11,0,13.20,29.87,23.13,23.100,0.764,21.69,63.2,25.35,17.88,3.19,176.4,23.82,783.5,6.682,460.8,460.9,1004,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.983
"2014-06-05 16:45:00",12,0,13.20,30.63,23.17,23.190,0.593,21.68,63.0,25.02,17.90,3.08,188.4,26.31,791,6.574,453.4,453.4,1004,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.983
"2014-06-05 17:00:00",13,0,13.18,31.32,22.83,22.840,0.535,21.62,63.3,24.59,17.92,3.04,184.5,24.43,755.1,6.246,430.7,430.7,1003,0,22.2,0.119,25.11,0.196,"NAN","NAN",0.983
"2014-06-05 17:15:00",14,0,13.12,31.85,22.86,22.860,0.548,21.78,62.4,24.15,17.93,3.03,189.3,23.98,718.8,5.987,412.9,412.9,1003,0,22.22,0.12,25.09,0.195,"NAN","NAN",0.982
"2014-06-05 17:30:00",15,0,13.12,32.25,22.57,22.580,0.440,21.52,62.6,23.31,17.92,3.33,178.8,20.75,669.1,5.414,373.4,373.4,1003,0,22.2,0.119,25.11,0.196,"NAN","NAN",0.98
"2014-06-05 17:45:00",16,0,13.17,32.42,22.02,22.020,0.493,21.19,64.0,22.75,17.88,3.19,166.1,27.27,622.8,4.833,333.3,333.5,1003,0,22.2,0.119,25.11,0.196,"NAN","NAN",0.98
"2014-06-05 18:00:00",17,0,13.18,32.43,21.45,21.480,0.378,20.63,65.3,21.53,17.82,2.93,178.3,22.03,385.9,2.787,192.2,192.2,1003,0,22.2,0.119,25.09,0.195,"NAN","NAN",0.978
"2014-06-05 18:15:00",18,0,13.25,32.08,21.24,21.230,0.548,20.43,66.3,21.15,17.74,2.81,164.9,28.76,491.6,3.653,252,252,1003,0,22.2,0.119,25.11,0.196,"NAN","NAN",0.976
"2014-06-05 18:30:00",19,0,13.17,31.69,20.60,20.600,0.330,19.87,68.5,20.76,17.69,2.80,172.3,26.23,376.6,2.676,184.5,184.5,1003,0,22.19,0.119,25.09,0.195,"NAN","NAN",0.976
"2014-06-05 18:45:00",20,0,13.12,31.17,20.26,20.260,0.279,19.54,69.0,20.03,17.62,2.93,174.4,21.37,379.8,2.617,180.5,180.5,1003,0,22.19,0.119,25.11,0.196,"NAN","NAN",0.974
"2014-06-05 19:00:00",21,0,13.10,30.59,19.45,19.460,0.203,18.99,71.7,19.13,17.50,2.48,166.5,25.59,193.6,0.948,65.35,65.36,1003,0,22.19,0.119,25.11,0.196,"NAN","NAN",0.973
"2014-06-05 19:15:00",22,0,13.13,29.77,18.97,18.960,0.196,18.85,72.5,18.71,17.41,2.78,170.8,22.79,259.1,1.496,103.2,103.2,1003,0,22.19,0.119,25.09,0.195,"NAN","NAN",0.97
"2014-06-05 19:30:00",23,0,13.15,29.01,19.05,19.060,0.167,18.80,73.0,18.69,17.34,2.43,167.6,24.05,235.8,1.31,90.3,90.3,1003,0,22.19,0.119,25.09,0.195,"NAN","NAN",0.97
"2014-06-05 19:45:00",24,0,13.18,28.36,18.80,18.810,0.141,18.38,75.1,18.42,17.26,2.62,159.6,19.64,156.7,0.841,57.97,57.97,1003,0,22.19,0.119,25.09,0.195,"NAN","NAN",0.968
"2014-06-05 20:00:00",25,0,13.15,27.68,18.03,18.040,0.085,17.76,78.5,17.80,17.15,2.25,173.6,17.91,86.9,0.37,25.49,25.49,1003,0,22.18,0.119,25.09,0.195,"NAN","NAN",0.966
"2014-06-05 20:15:00",26,0,13.22,26.89,17.89,17.890,0.091,17.60,79.9,17.78,17.09,1.95,175.1,21.95,94.8,0.406,28,28,1002,0,22.18,0.119,25.09,0.195,"NAN","NAN",0.963
"2014-06-05 20:30:00",27,0,13.09,26.16,17.70,17.700,0.061,17.45,80.5,17.70,17.03,1.70,153.6,22.98,61.93,0.133,9.18,9.18,1002,0,22.19,0.119,25.09,0.195,"NAN","NAN",0.962
"2014-06-05 20:45:00",28,0,12.83,25.40,17.19,17.200,0.108,17.17,81.4,16.93,16.92,0.98,130,24.78,21.39,-0.358,-24.68,-24.68,1002,0,22.19,0.119,25.09,0.195,"NAN","NAN",0.962
"2014-06-05 21:00:00",29,0,12.70,24.57,16.46,16.470,0.148,16.79,82.6,15.48,16.80,1.32,110,12.46,5.381,-0.595,-41.03,-41.03,1002,0,22.19,0.119,25.09,0.195,"NAN","NAN",0.962
"2014-06-05 21:15:00",30,0,12.67,23.64,16.36,16.360,0.156,16.57,83.0,15.15,16.68,1.45,119.4,13.19,1.39,-0.685,-47.23,-47.23,1002,0,22.19,0.119,25.11,0.196,"NAN","NAN",0.96
"2014-06-05 21:30:00",31,0,12.65,22.71,15.85,15.850,0.178,16.17,84.6,14.43,16.58,1.27,115,15.39,0.121,-0.654,-45.11,-45.11,1002,0,22.19,0.119,25.09,0.195,"NAN","NAN",0.959
"2014-06-05 21:45:00",32,0,12.63,21.81,15.65,15.650,0.184,15.99,85.0,14.49,16.48,1.51,107.4,13.05,0,-0.634,-43.73,-43.73,1002,0,22.2,0.119,25.09,0.195,"NAN","NAN",0.958
"2014-06-05 22:00:00",33,0,12.62,21.01,15.60,15.600,0.162,15.76,86.4,14.41,16.41,1.50,87.3,11.46,0,-0.582,-40.15,-40.15,1002,0,22.19,0.119,25.09,0.195,"NAN","NAN",0.957
"2014-06-05 22:15:00",34,0,12.61,20.31,15.35,15.350,0.148,15.49,87.7,14.73,16.36,1.71,87.7,14.07,0,-0.635,-43.81,-43.81,1002,0,22.2,0.119,25.11,0.196,"NAN","NAN",0.956
"2014-06-05 22:30:00",35,0,12.60,19.69,15.25,15.250,0.170,15.44,87.8,14.67,16.32,1.54,90.3,13.5,0,-0.626,-43.21,-43.21,1002,0,22.19,0.119,25.11,0.196,"NAN","NAN",0.957
"2014-06-05 22:45:00",36,0,12.59,19.16,14.86,14.860,0.164,15.24,88.3,13.82,16.25,0.94,93.6,10.88,0,-0.594,-40.98,-40.98,1002,0,22.2,0.119,25.09,0.195,"NAN","NAN",0.957
"2014-06-05 23:00:00",37,0,12.58,18.66,14.34,14.360,0.157,14.97,89.0,12.80,16.16,0.56,91.2,7.482,0,-0.567,-39.11,-39.11,1002,0,22.2,0.119,25.09,0.195,"NAN","NAN",0.958
"2014-06-05 23:15:00",38,0,12.57,18.15,13.27,13.280,0.156,14.56,90.5,11.58,16.05,0.15,84,17.51,0,-0.52,-35.89,-35.89,1002,0,22.2,0.119,25.09,0.195,"NAN","NAN",0.958
"2014-06-05 23:30:00",39,0,12.56,17.59,13.33,13.320,0.166,14.11,92.1,11.59,15.91,0.75,77.92,12.27,0,-0.066,-4.537,-4.537,1002,0,22.2,0.119,25.09,0.195,"NAN","NAN",0.957
"2014-06-05 23:45:00",40,0,12.55,17.13,13.99,13.990,0.105,14.73,91.4,12.88,15.86,1.15,60.32,9.83,0,-0.496,-34.21,-34.21,1002,0,22.2,0.119,25.09,0.195,"NAN","NAN",0.956
"2014-06-06 00:00:00",41,0,12.54,16.87,14.05,14.060,0.136,14.65,90.2,12.77,15.83,0.78,59.11,11.31,0,-0.546,-37.62,-37.62,1001,0,22.2,0.119,25.09,0.195,"NAN","NAN",0.957
"2014-06-06 00:15:00",42,0,12.54,16.63,13.88,13.870,0.127,14.56,91.1,12.90,15.77,0.81,64.85,11.4,0,-0.142,-9.81,-9.81,1001,0,22.2,0.119,25.11,0.196,"NAN","NAN",0.957
"2014-06-06 00:30:00",43,0,12.53,16.45,14.53,14.520,0.085,14.91,90.4,13.86,15.77,1.00,74.2,10.75,0,-0.246,-16.97,-16.97,1001,0,22.22,0.12,25.09,0.195,"NAN","NAN",0.958
"2014-06-06 00:45:00",44,0,12.52,16.39,14.81,14.810,0.067,15.09,89.9,14.54,15.79,1.29,81.1,13.15,0,-0.131,-9.01,-9.01,1001,0,22.22,0.12,25.09,0.195,"NAN","NAN",0.958
"2014-06-06 01:00:00",45,0,12.52,16.41,15.17,15.170,0.044,15.35,89.3,15.12,15.82,1.27,82.2,9.97,0,-0.046,-3.16,-3.16,1001,0,22.22,0.12,25.11,0.196,"NAN","NAN",0.959
"2014-06-06 01:15:00",46,0,12.51,16.51,15.51,15.510,0.056,15.57,88.1,15.42,15.84,1.60,84.8,15.08,0,-0.059,-4.077,-4.077,1001,0,22.22,0.12,25.11,0.196,"NAN","NAN",0.96
"2014-06-06 01:30:00",47,0,12.51,16.61,15.51,15.510,0.053,15.57,87.8,15.42,15.86,1.76,83.4,13.13,0,-0.146,-10.05,-10.05,1001,0,22.22,0.12,25.11,0.196,"NAN","NAN",0.961
"2014-06-06 01:45:00",48,0,12.50,16.69,15.49,15.490,0.060,15.58,87.7,15.35,15.88,1.70,85.9,13.42,0,-0.234,-16.12,-16.12,1001,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.962
"2014-06-06 02:00:00",49,0,12.50,16.74,15.46,15.460,0.087,15.61,87.7,15.23,15.88,1.51,87.7,14.62,0,-0.203,-14.01,-14.01,1000,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.963
"2014-06-06 02:15:00",50,0,12.49,16.77,15.58,15.580,0.049,15.68,87.9,15.36,15.88,1.39,79.8,11.91,0,-0.129,-8.86,-8.86,1000,0,22.22,0.12,25.11,0.196,"NAN","NAN",0.965
"2014-06-06 02:30:00",51,0,12.49,16.82,15.67,15.660,0.053,15.77,87.5,15.45,15.88,1.50,85.2,14.19,0,-0.065,-4.496,-4.496,1000,0,22.22,0.12,25.12,0.196,"NAN","NAN",0.965
"2014-06-06 02:45:00",52,0,12.49,16.89,15.83,15.830,0.046,15.90,87.0,15.55,15.87,1.81,87.4,13.82,0,-0.049,-3.381,-3.381,1000,0,22.22,0.12,25.11,0.196,"NAN","NAN",0.965
"2014-06-06 03:00:00",53,0,12.49,16.96,15.90,15.900,0.037,15.94,86.9,15.58,15.87,1.93,83,15.44,0,-0.058,-4.001,-4.001,1000,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.965
"2014-06-06 03:15:00",54,0,12.49,17.04,15.87,15.870,0.054,15.92,87.1,15.56,15.86,1.87,91.5,14.72,0,-0.242,-16.7,-16.7,1000,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.966
"2014-06-06 03:30:00",55,0,12.48,17.08,15.73,15.730,0.046,15.85,87.7,15.48,15.86,2.00,89.5,16.47,0,-0.396,-27.32,-27.32,1000,0,22.23,0.12,25.12,0.196,"NAN","NAN",0.967
"2014-06-06 03:45:00",56,0,12.48,17.11,15.68,15.680,0.066,15.81,88.3,15.42,15.85,2.32,83.6,12.12,0,-0.456,-31.42,-31.42,1000,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.968
"2014-06-06 04:00:00",57,0,12.48,17.11,15.67,15.660,0.058,15.77,88.5,15.33,15.84,2.08,83.1,12.66,0,-0.314,-21.68,-21.68,1000,0,22.23,0.12,25.12,0.196,"NAN","NAN",0.969
"2014-06-06 04:15:00",58,0,12.48,17.08,15.68,15.680,0.066,15.78,88.4,15.26,15.84,2.12,78.39,13.17,0,-0.345,-23.79,-23.79,999,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.971
"2014-06-06 04:30:00",59,0,12.48,17.04,15.63,15.630,0.083,15.78,87.9,15.17,15.83,2.01,87.9,15.21,0,-0.328,-22.63,-22.63,999,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.971
"2014-06-06 04:45:00",60,0,12.48,17.01,15.75,15.750,0.070,15.81,87.5,15.23,15.81,2.13,75.62,11.67,0,-0.231,-15.91,-15.91,999,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.971
"2014-06-06 05:00:00",61,0,12.47,16.99,15.67,15.670,0.066,15.74,87.6,15.24,15.80,1.83,78.55,12.41,0,-0.176,-12.12,-12.12,999,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.971
"2014-06-06 05:15:00",62,0,12.47,16.98,15.81,15.800,0.057,15.92,86.2,15.36,15.79,2.35,80.7,11.52,0,-0.081,-5.577,-5.577,999,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.972
"2014-06-06 05:30:00",63,0,12.47,17.01,15.96,15.960,0.065,16.01,84.7,15.29,15.79,2.58,78.27,13.57,0,-0.294,-20.24,-20.24,999,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.974
"2014-06-06 05:45:00",64,0,12.48,17.01,15.86,15.860,0.105,15.92,84.1,15.13,15.77,2.63,83,14.68,0,-0.293,-20.17,-20.17,999,0,22.23,0.12,25.11,0.196,"NAN","NAN",0.974
"2014-06-06 06:00:00",65,0,12.48,16.98,16.01,16.000,0.064,16.07,83.0,15.24,15.77,2.68,88.2,13.35,0.309,-0.084,-5.764,-5.764,999,0,22.24,0.12,25.09,0.195,"NAN","NAN",0.972
"2014-06-06 06:15:00",66,0,12.47,16.98,15.91,15.910,0.084,15.97,83.7,15.31,15.75,3.06,89,14.19,1.8,-0.412,-28.41,-28.41,999,0,22.24,0.12,25.09,0.195,"NAN","NAN",0.97
"2014-06-06 06:30:00",67,0,12.47,17.00,15.68,15.690,0.054,15.78,85.3,15.31,15.75,3.13,92.6,15.54,6.05,-0.496,-34.18,-34.18,999,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.968
"2014-06-06 06:45:00",68,0,12.49,17.00,15.48,15.480,0.066,15.62,86.9,15.35,15.73,3.18,91.7,14.27,15.51,-0.405,-27.91,-27.91,999,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.967
"2014-06-06 07:00:00",69,0,12.56,16.98,15.33,15.330,0.042,15.45,88.7,15.42,15.73,3.32,87.4,13.97,30,-0.397,-27.37,-27.37,999,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.965
"2014-06-06 07:15:00",70,0,12.85,17.00,15.54,15.540,0.063,15.54,88.8,15.68,15.74,3.08,94.9,20.43,56.89,0.21,14.48,14.48,999,0,22.24,0.12,25.09,0.195,"NAN","NAN",0.964
"2014-06-06 07:30:00",71,0,12.85,17.09,15.76,15.760,0.041,15.70,88.1,15.68,15.75,3.39,88.4,15.97,40.03,0.198,13.67,13.67,999,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.963
"2014-06-06 07:45:00",72,0,12.99,17.20,15.93,15.920,0.052,15.86,87.9,15.76,15.74,3.16,84.7,16.83,67.18,0.365,25.2,25.2,999,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.963
"2014-06-06 08:00:00",73,0,13.61,17.38,16.45,16.440,0.091,16.29,86.0,16.18,15.78,4.01,77.81,14.99,152.4,0.716,49.4,49.46,999,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.967
"2014-06-06 08:15:00",74,0,13.57,17.75,17.10,17.100,0.082,16.82,83.4,16.51,15.83,4.28,83.2,13.31,181.3,0.861,59.39,59.56,999,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.97
"2014-06-06 08:30:00",75,0,13.51,18.16,17.09,17.090,0.053,16.85,83.0,16.37,15.84,4.30,82.8,14.77,123,0.49,33.8,33.92,998,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.971
"2014-06-06 08:45:00",76,0,13.48,18.49,17.21,17.200,0.077,17.00,82.4,16.47,15.86,3.94,84.9,15.06,150.8,0.748,51.6,51.63,999,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.971
"2014-06-06 09:00:00",77,0,13.51,18.81,17.68,17.680,0.101,17.42,80.4,17.07,15.92,3.51,101.1,19.37,204.9,1.182,81.5,81.5,999,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.965
"2014-06-06 09:15:00",78,0,13.51,19.22,18.23,18.230,0.147,17.87,78.8,17.64,16.00,3.16,104.5,14.47,214.1,1.381,95.3,95.3,1000,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.959
"2014-06-06 09:30:00",79,0,13.48,19.71,18.46,18.460,0.153,18.11,77.2,17.85,16.07,4.06,97.5,16.89,222.9,1.556,107.3,107.4,1000,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.956
"2014-06-06 09:45:00",80,0,13.36,20.14,18.24,18.250,0.070,18.02,77.2,17.13,16.06,3.43,100,16.82,87.4,0.538,37.12,37.12,1000,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.953
"2014-06-06 10:00:00",81,0,13.40,20.36,18.05,18.050,0.073,17.91,77.8,16.73,16.03,3.11,94,19.32,85.6,0.549,37.88,37.89,1000,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.952
"2014-06-06 10:15:00",82,0,13.43,20.46,18.18,18.180,0.056,18.03,77.0,16.82,16.03,4.03,100.8,16.16,88.9,0.363,25.02,25.19,1000,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.951
"2014-06-06 10:30:00",83,0,13.48,20.48,17.68,17.680,0.207,17.77,80.1,16.86,15.92,3.54,103.7,16.23,158.2,-0.435,-30.02,-30.02,1000,0,22.24,0.12,25.09,0.195,"NAN","NAN",0.949
"2014-06-06 10:45:00",84,0,13.48,20.47,18.53,18.520,0.102,18.37,77.1,17.32,16.02,3.89,98.9,17.12,145.6,0.814,56.11,56.29,1000,0,22.24,0.12,25.11,0.196,"NAN","NAN",0.948
"2014-06-06 11:00:00",85,0,13.40,20.55,17.56,17.570,0.234,17.61,83.6,16.71,15.93,3.80,111.2,15.58,82.1,-0.651,-44.9,-44.95,1001,2,22.24,0.12,25.11,0.196,"NAN","NAN",0.946
"2014-06-06 11:15:00",86,0,13.38,20.40,16.28,16.280,0.090,16.59,91.4,16.28,15.91,3.04,118.5,21.16,72.74,0.017,1.16,1.152,1001,1,22.33,0.122,25.09,0.195,"NAN","NAN",0.945
"2014-06-06 11:30:00",87,0,13.24,20.16,16.05,16.060,0.323,15.86,89.9,16.06,15.91,2.91,167.8,36.64,46.81,-0.318,-22.06,-22.08,1001,2.6,22.33,0.122,25.09,0.195,"NAN","NAN",0.947
"2014-06-06 11:45:00",88,0,13.47,19.72,13.84,13.850,0.148,13.91,93.3,15.05,15.85,2.33,174.9,26.8,74.85,0.18,12.43,12.43,1002,1.8,22.84,0.135,25.11,0.196,"NAN","NAN",0.955
"2014-06-06 12:00:00",89,0,13.49,19.18,13.76,13.760,0.080,13.82,93.8,14.73,15.77,2.71,140.2,33.43,71.31,0.148,10.2,10.2,1002,2,23.21,0.144,25.09,0.195,"NAN","NAN",0.975
"2014-06-06 12:15:00",90,0,13.56,18.70,13.79,13.790,0.103,13.98,94.0,14.92,15.71,2.94,87.3,16.78,114.5,0.375,25.89,25.89,1001,0.4,23.48,0.151,25.11,0.196,"NAN","NAN",0.997
"2014-06-06 12:30:00",91,0,13.58,18.35,14.08,14.080,0.134,14.25,93.4,15.44,15.72,2.84,100.5,21.44,135.7,0.394,27.17,27.17,1001,0.2,23.44,0.15,25.11,0.196,"NAN","NAN",1.009
"2014-06-06 12:45:00",92,0,13.63,18.16,14.43,14.420,0.179,14.71,92.4,16.03,15.79,2.97,117.4,22.38,207.9,0.773,53.3,53.3,1002,0.2,23.44,0.15,25.09,0.195,"NAN","NAN",1.014
"2014-06-06 13:00:00",93,0,13.59,18.15,14.93,14.920,0.225,15.16,91.6,16.61,15.82,3.02,114.1,17.98,219.2,0.778,53.66,53.66,1002,0.2,23.42,0.149,25.11,0.196,"NAN","NAN",1.018
"2014-06-06 13:15:00",94,0,13.59,18.28,15.20,15.210,0.209,15.39,91.3,16.90,15.86,2.76,101.8,22.16,252.8,1.026,70.74,70.74,1002,0,23.41,0.149,25.11,0.196,"NAN","NAN",1.025
"2014-06-06 13:30:00",95,0,13.56,18.50,15.64,15.640,0.260,15.75,90.4,17.34,15.92,2.45,106.2,18.09,233.5,1.33,91.7,91.7,1002,0,23.38,0.148,25.11,0.196,"NAN","NAN",1.031
"2014-06-06 13:45:00",96,0,13.56,18.77,15.72,15.720,0.270,15.96,89.6,17.35,15.97,2.17,96,14.76,235,1.564,107.8,107.8,1002,0,23.37,0.148,25.11,0.196,"NAN","NAN",1.036
"2014-06-06 14:00:00",97,0,13.52,19.08,16.11,16.110,0.268,16.33,88.0,17.50,16.01,1.96,96,20.95,197.5,1.471,101.4,101.4,1002,0,23.34,0.147,25.12,0.196,"NAN","NAN",1.04
"2014-06-06 14:15:00",98,0,13.49,19.38,15.61,15.620,0.138,16.11,87.2,16.89,16.01,1.98,132.2,26.89,89.6,0.295,20.33,20.33,1002,0.2,23.32,0.147,25.12,0.196,"NAN","NAN",1.044
"2014-06-06 14:30:00",99,0,13.49,19.45,15.53,15.530,0.170,16.00,89.8,16.67,15.98,1.02,136.7,34.79,82.5,0.179,12.38,12.38,1002,0.4,23.32,0.147,25.11,0.196,"NAN","NAN",1.048
"2014-06-06 14:45:00",100,0,13.44,19.43,15.45,15.440,0.124,15.85,90.3,16.57,15.98,1.30,150.7,44.03,80.7,0.159,11,11,1002,0,23.32,0.147,25.11,0.196,"NAN","NAN",1.05
"2014-06-06 15:00:00",101,0,13.53,19.35,15.58,15.580,0.168,16.00,89.5,16.66,16.00,1.99,103.5,18.36,111,0.491,33.9,33.9,1002,0,23.32,0.147,25.11,0.196,"NAN","NAN",1.053
"2014-06-06 15:15:00",102,0,13.53,19.29,15.62,15.620,0.159,16.08,88.8,16.64,16.01,1.81,114.5,28.18,132.3,0.828,57.08,57.08,1002,0,23.32,0.147,25.12,0.196,"NAN","NAN",1.058
"2014-06-06 15:30:00",103,0,13.49,19.30,15.70,15.700,0.142,16.13,87.9,16.76,16.02,1.72,111.2,22.67,92.8,0.514,35.44,35.44,1002,0,23.3,0.146,25.12,0.196,"NAN","NAN",1.06
"2014-06-06 15:45:00",104,0,13.53,19.32,15.60,15.590,0.183,16.14,87.6,16.75,16.03,1.24,112.7,16.9,126,0.957,66.02,66.02,1002,0,23.3,0.146,25.12,0.196,"NAN","NAN",1.065
"2014-06-06 16:00:00",105,0,13.50,19.39,15.68,15.680,0.143,16.20,87.2,16.75,16.04,1.39,123.3,27.18,84.4,0.584,40.29,40.29,1002,0,23.29,0.146,25.12,0.196,"NAN","NAN",1.066
"2014-06-06 16:15:00",106,0,13.55,19.41,15.74,15.740,0.186,16.28,86.9,16.83,16.05,1.64,76.42,15.19,158.5,1.157,79.82,79.82,1002,0,23.27,0.146,25.12,0.196,"NAN","NAN",1.071
"2014-06-06 16:30:00",107,0,13.54,19.50,15.99,15.980,0.159,16.55,85.3,17.02,16.07,1.25,143,45.36,129,0.935,64.45,64.45,1002,0,23.27,0.146,25.12,0.196,"NAN","NAN",1.073
"2014-06-06 16:45:00",108,0,13.49,19.63,16.10,16.100,0.206,16.63,85.6,17.14,16.09,1.56,111.8,34.67,107.7,0.726,50.09,50.09,1002,0,23.26,0.145,25.13,0.196,"NAN","NAN",1.077
"2014-06-06 17:00:00",109,0,13.48,19.71,15.77,15.770,0.142,16.49,85.0,16.83,16.09,1.51,119,41.47,109.5,0.729,50.26,50.26,1002,0,23.26,0.145,25.12,0.196,"NAN","NAN",1.077
"2014-06-06 17:15:00",110,0,13.49,19.73,15.61,15.610,0.153,16.45,81.0,16.61,16.09,1.73,114.2,23.18,68.22,0.415,28.62,28.62,1002,0,23.26,0.145,25.13,0.196,"NAN","NAN",1.08
"2014-06-06 17:30:00",111,0,13.49,19.66,15.36,15.350,0.110,16.31,80.3,16.40,16.08,1.81,121.6,22.47,83.4,0.469,32.32,32.32,1003,0,23.25,0.145,25.13,0.196,"NAN","NAN",1.079
"2014-06-06 17:45:00",112,0,13.48,19.54,15.31,15.310,0.056,16.13,81.7,16.15,16.07,2.04,117.3,20.03,63.31,0.28,19.29,19.29,1003,0,23.25,0.145,25.13,0.196,"NAN","NAN",1.082
"2014-06-06 18:00:00",113,0,13.49,19.33,15.28,15.280,0.057,15.94,84.1,15.91,16.05,2.87,121.6,20.88,49.6,0.171,11.82,11.82,1003,0,23.25,0.145,25.13,0.196,"NAN","NAN",1.084
"2014-06-06 18:15:00",114,0,13.50,19.11,15.13,15.130,0.064,15.75,83.9,15.81,16.02,2.64,134.1,21.39,64.18,0.241,16.62,16.62,1003,0,23.23,0.145,25.13,0.196,"NAN","NAN",1.087
"2014-06-06 18:30:00",115,0,13.53,18.93,15.10,15.110,0.057,15.72,83.8,15.91,16.01,2.40,130.2,22.09,87.1,0.452,31.18,31.18,1003,0,23.23,0.145,25.13,0.196,"NAN","NAN",1.088
